periodo,componente,promedio,minimo,maximo,entidades
2019-01,Índice de solvencia,16.05,16.05,16.05,1
2019-01,Sobrante o faltante,61291.14,61291.14,61291.14,1
2019-01,Patrimonio técnico ajustado,162664.84,162664.84,162664.84,1
2019-01,Capital secundario,34480.77,34480.77,34480.77,1
2019-01,Capital requerido por riesgo de mercado,101529.73,101529.73,101529.73,1
2019-01,Capital primario,129661.26,129661.26,129661.26,1
2019-01,Ajuste,-1477.2,-1477.2,-1477.2,1
2019-01,Activos y contingentes ponderados por riesgo crediticio y riesgo de mercado,1013737.02,1013737.02,1013737.02,1
2019-01,Activos y contingentes ponderados por riesgo crediticio y deducciones al patrimonio,912207.29,912207.29,912207.29,1
2018-12,Capital primario,126670.76,126670.76,126670.76,1
2018-12,Activos y contingentes ponderados por riesgo crediticio y deducciones al patrimonio,919348.95,919348.95,919348.95,1
2018-12,Activos y contingentes ponderados por riesgo crediticio y riesgo de mercado,1024816.74,1024816.74,1024816.74,1
2018-12,Ajuste,-1427.33,-1427.33,-1427.33,1
2018-12,Capital requerido por riesgo de mercado,105467.79,105467.79,105467.79,1
2018-12,Patrimonio técnico ajustado,162264.61,162264.61,162264.61,1
2018-12,Sobrante o faltante,59782.93,59782.93,59782.93,1
2018-12,Índice de solvencia,15.83,15.83,15.83,1
2018-12,Capital secundario,37021.18,37021.18,37021.18,1
2018-11,Capital secundario,37302.53,37302.53,37302.53,1
2018-11,Índice de solvencia,16.18,16.18,16.18,1
2018-11,Sobrante o faltante,62057.98,62057.98,62057.98,1
2018-11,Patrimonio técnico ajustado,162503.51,162503.51,162503.51,1
2018-11,Capital requerido por riesgo de mercado,93379.44,93379.44,93379.44,1
2018-11,Capital primario,126670.76,126670.76,126670.76,1
2018-11,Ajuste,-1469.78,-1469.78,-1469.78,1
2018-11,Activos y contingentes ponderados por riesgo crediticio y riesgo de mercado,1004455.32,1004455.32,1004455.32,1
2018-11,Activos y contingentes ponderados por riesgo crediticio y deducciones al patrimonio,911075.88,911075.88,911075.88,1
2018-10,Activos y contingentes ponderados por riesgo crediticio y riesgo de mercado,983467.48,983467.48,983467.48,1
2018-10,Capital primario,126670.76,126670.76,126670.76,1
2018-10,Activos y contingentes ponderados por riesgo crediticio y deducciones al patrimonio,894662.51,894662.51,894662.51,1
2018-10,Ajuste,-1506.05,-1506.05,-1506.05,1
2018-10,Capital requerido por riesgo de mercado,88804.97,88804.97,88804.97,1
2018-10,Patrimonio técnico ajustado,161122.4,161122.4,161122.4,1
2018-10,Sobrante o faltante,62775.65,62775.65,62775.65,1
2018-10,Índice de solvencia,16.38,16.38,16.38,1
2018-10,Capital secundario,35957.69,35957.69,35957.69,1
2018-09,Capital requerido por riesgo de mercado,96498.42,96498.42,96498.42,1
2018-09,Índice de solvencia,16.55,16.55,16.55,1
2018-09,Sobrante o faltante,64141.39,64141.39,64141.39,1
2018-09,Patrimonio técnico ajustado,162119.84,162119.84,162119.84,1
2018-09,Capital secundario,36995.22,36995.22,36995.22,1
2018-09,Capital primario,126670.76,126670.76,126670.76,1
2018-09,Ajuste,-1546.15,-1546.15,-1546.15,1
2018-09,Activos y contingentes ponderados por riesgo crediticio y riesgo de mercado,979784.41,979784.41,979784.41,1
2018-09,Activos y contingentes ponderados por riesgo crediticio y deducciones al patrimonio,883285.98,883285.98,883285.98,1
2018-08,Activos y contingentes ponderados por riesgo crediticio y riesgo de mercado,952470.58,952470.58,952470.58,1
2018-08,Ajuste,-1486.67,-1486.67,-1486.67,1
2018-08,Capital requerido por riesgo de mercado,76474.26,76474.26,76474.26,1
2018-08,Activos y contingentes ponderados por riesgo crediticio y deducciones al patrimonio,875996.32,875996.32,875996.32,1
2018-08,Capital primario,126621.16,126621.16,126621.16,1
2018-08,Patrimonio técnico ajustado,162137.44,162137.44,162137.44,1
2018-08,Capital secundario,37002.95,37002.95,37002.95,1
2018-08,Sobrante o faltante,66890.39,66890.39,66890.39,1
2018-08,Índice de solvencia,17.02,17.02,17.02,1
2018-07,Índice de solvencia,16.91,16.91,16.91,1
2018-07,Sobrante o faltante,64168.94,64168.94,64168.94,1
2018-07,Patrimonio técnico ajustado,157017.49,157017.49,157017.49,1
2018-07,Capital secundario,31980.17,31980.17,31980.17,1
2018-07,Capital requerido por riesgo de mercado,63249.08,63249.08,63249.08,1
2018-07,Capital primario,126385.53,126385.53,126385.53,1
2018-07,Ajuste,-1348.2,-1348.2,-1348.2,1
2018-07,Activos y contingentes ponderados por riesgo crediticio y riesgo de mercado,928485.5,928485.5,928485.5,1
2018-07,Activos y contingentes ponderados por riesgo crediticio y deducciones al patrimonio,865236.42,865236.42,865236.42,1
2018-06,Ajuste,-1408.59,-1408.59,-1408.59,1
2018-06,Activos y contingentes ponderados por riesgo crediticio y deducciones al patrimonio,853416.16,853416.16,853416.16,1
2018-06,Capital requerido por riesgo de mercado,64627.58,64627.58,64627.58,1
2018-06,Activos y contingentes ponderados por riesgo crediticio y riesgo de mercado,918043.74,918043.74,918043.74,1
2018-06,Capital primario,122560.53,122560.53,122560.53,1
2018-06,Patrimonio técnico ajustado,153130.29,153130.29,153130.29,1
2018-06,Capital secundario,31978.36,31978.36,31978.36,1
2018-06,Índice de solvencia,16.68,16.68,16.68,1
2018-06,Sobrante o faltante,61325.92,61325.92,61325.92,1
2018-05,Índice de solvencia,16.96,16.96,16.96,1
2018-05,Sobrante o faltante,62819.35,62819.35,62819.35,1
2018-05,Patrimonio técnico ajustado,153098.31,153098.31,153098.31,1
2018-05,Capital secundario,31982.37,31982.37,31982.37,1
2018-05,Capital requerido por riesgo de mercado,56078.89,56078.89,56078.89,1
2018-05,Capital primario,122541.52,122541.52,122541.52,1
2018-05,Ajuste,-1425.57,-1425.57,-1425.57,1
2018-05,Activos y contingentes ponderados por riesgo crediticio y riesgo de mercado,902789.6,902789.6,902789.6,1
2018-05,Activos y contingentes ponderados por riesgo crediticio y deducciones al patrimonio,846710.7,846710.7,846710.7,1
2018-04,Capital primario,118382.31,118382.31,118382.31,1
2018-04,Activos y contingentes ponderados por riesgo crediticio y deducciones al patrimonio,831666.8,831666.8,831666.8,1
2018-04,Activos y contingentes ponderados por riesgo crediticio y riesgo de mercado,894351.05,894351.05,894351.05,1
2018-04,Ajuste,-1468.85,-1468.85,-1468.85,1
2018-04,Capital requerido por riesgo de mercado,62684.25,62684.25,62684.25,1
2018-04,Patrimonio técnico ajustado,149036.83,149036.83,149036.83,1
2018-04,Sobrante o faltante,59601.72,59601.72,59601.72,1
2018-04,Índice de solvencia,16.66,16.66,16.66,1
2018-04,Capital secundario,32123.37,32123.37,32123.37,1
2018-03,Capital requerido por riesgo de mercado,63939.44,63939.44,63939.44,1
2018-03,Índice de solvencia,16.21,16.21,16.21,1
2018-03,Sobrante o faltante,57013.24,57013.24,57013.24,1
2018-03,Patrimonio técnico ajustado,148753.03,148753.03,148753.03,1
2018-03,Capital secundario,32150.34,32150.34,32150.34,1
2018-03,Capital primario,118001.29,118001.29,118001.29,1
2018-03,Ajuste,-1398.6,-1398.6,-1398.6,1
2018-03,Activos y contingentes ponderados por riesgo crediticio y riesgo de mercado,917397.94,917397.94,917397.94,1
2018-03,Activos y contingentes ponderados por riesgo crediticio y deducciones al patrimonio,853458.5,853458.5,853458.5,1
2018-02,Ajuste,-1332.21,-1332.21,-1332.21,1
2018-02,Activos y contingentes ponderados por riesgo crediticio y deducciones al patrimonio,846590.52,846590.52,846590.52,1
2018-02,Capital requerido por riesgo de mercado,63563.77,63563.77,63563.77,1
2018-02,Activos y contingentes ponderados por riesgo crediticio y riesgo de mercado,910154.29,910154.29,910154.29,1
2018-02,Capital primario,117920.85,117920.85,117920.85,1
2018-02,Patrimonio técnico ajustado,148816.33,148816.33,148816.33,1
2018-02,Capital secundario,32227.7,32227.7,32227.7,1
2018-02,Índice de solvencia,16.35,16.35,16.35,1
2018-02,Sobrante o faltante,57800.9,57800.9,57800.9,1
2018-01,Capital primario,117842.77,117842.77,117842.77,1
2018-01,Activos y contingentes ponderados por riesgo crediticio y deducciones al patrimonio,841285.02,841285.02,841285.02,1
2018-01,Activos y contingentes ponderados por riesgo crediticio y riesgo de mercado,883016.35,883016.35,883016.35,1
2018-01,Ajuste,-1244.09,-1244.09,-1244.09,1
2018-01,Capital requerido por riesgo de mercado,41731.34,41731.34,41731.34,1
2018-01,Capital secundario,32213.95,32213.95,32213.95,1
2018-01,Patrimonio técnico ajustado,148812.62,148812.62,148812.62,1
2018-01,Sobrante o faltante,60510.99,60510.99,60510.99,1
2018-01,Índice de solvencia,16.85,16.85,16.85,1
2017-12,Capital requerido por riesgo de mercado,44261.58,44261.58,44261.58,1
2017-12,Activos y contingentes ponderados por riesgo crediticio y riesgo de mercado,883372.26,883372.26,883372.26,1
2017-12,Ajuste,-1123.17,-1123.17,-1123.17,1
2017-12,Activos y contingentes ponderados por riesgo crediticio y deducciones al patrimonio,839110.69,839110.69,839110.69,1
2017-12,Capital primario,115064.5,115064.5,115064.5,1
2017-12,Patrimonio técnico ajustado,145032.13,145032.13,145032.13,1
2017-12,Capital secundario,31090.8,31090.8,31090.8,1
2017-12,Sobrante o faltante,56694.9,56694.9,56694.9,1
2017-12,Índice de solvencia,16.42,16.42,16.42,1
2017-11,Índice de solvencia,16.54,16.54,16.54,1
2017-11,Sobrante o faltante,57502.09,57502.09,57502.09,1
2017-11,Patrimonio técnico ajustado,145381.36,145381.36,145381.36,1
2017-11,Capital secundario,31454.88,31454.88,31454.88,1
2017-11,Capital requerido por riesgo de mercado,52348.13,52348.13,52348.13,1
2017-11,Capital primario,115016.91,115016.91,115016.91,1
2017-11,Ajuste,-1090.43,-1090.43,-1090.43,1
2017-11,Activos y contingentes ponderados por riesgo crediticio y riesgo de mercado,878792.68,878792.68,878792.68,1
2017-11,Activos y contingentes ponderados por riesgo crediticio y deducciones al patrimonio,826444.56,826444.56,826444.56,1
2017-10,Activos y contingentes ponderados por riesgo crediticio y riesgo de mercado,871266.89,871266.89,871266.89,1
2017-10,Activos y contingentes ponderados por riesgo crediticio y deducciones al patrimonio,816012.59,816012.59,816012.59,1
2017-10,Capital requerido por riesgo de mercado,55254.3,55254.3,55254.3,1
2017-10,Ajuste,-1058.17,-1058.17,-1058.17,1
2017-10,Capital primario,115016.91,115016.91,115016.91,1
2017-10,Capital secundario,31477.63,31477.63,31477.63,1
2017-10,Patrimonio técnico ajustado,145436.37,145436.37,145436.37,1
2017-10,Sobrante o faltante,58309.68,58309.68,58309.68,1
2017-10,Índice de solvencia,16.69,16.69,16.69,1
2017-09,Capital primario,115016.91,115016.91,115016.91,1
2017-09,Activos y contingentes ponderados por riesgo crediticio y deducciones al patrimonio,802887.65,802887.65,802887.65,1
2017-09,Activos y contingentes ponderados por riesgo crediticio y riesgo de mercado,866388.98,866388.98,866388.98,1
2017-09,Ajuste,-1054.09,-1054.09,-1054.09,1
2017-09,Capital requerido por riesgo de mercado,63501.33,63501.33,63501.33,1
2017-09,Capital secundario,32249.33,32249.33,32249.33,1
2017-09,Patrimonio técnico ajustado,146212.14,146212.14,146212.14,1
2017-09,Sobrante o faltante,59573.25,59573.25,59573.25,1
2017-09,Índice de solvencia,16.88,16.88,16.88,1
2017-08,Capital requerido por riesgo de mercado,73772.84,73772.84,73772.84,1
2017-08,Activos y contingentes ponderados por riesgo crediticio y deducciones al patrimonio,791627.0,791627.0,791627.0,1
2017-08,Activos y contingentes ponderados por riesgo crediticio y riesgo de mercado,865399.84,865399.84,865399.84,1
2017-08,Ajuste,-1019.75,-1019.75,-1019.75,1
2017-08,Capital primario,114879.16,114879.16,114879.16,1
2017-08,Capital secundario,32244.34,32244.34,32244.34,1
2017-08,Patrimonio técnico ajustado,146103.75,146103.75,146103.75,1
2017-08,Sobrante o faltante,59563.77,59563.77,59563.77,1
2017-08,Índice de solvencia,16.88,16.88,16.88,1
2017-07,Índice de solvencia,16.95,16.95,16.95,1
2017-07,Sobrante o faltante,59404.71,59404.71,59404.71,1
2017-07,Patrimonio técnico ajustado,144880.88,144880.88,144880.88,1
2017-07,Capital secundario,32240.51,32240.51,32240.51,1
2017-07,Capital requerido por riesgo de mercado,73106.3,73106.3,73106.3,1
2017-07,Capital primario,113647.6,113647.6,113647.6,1
2017-07,Ajuste,-1007.22,-1007.22,-1007.22,1
2017-07,Activos y contingentes ponderados por riesgo crediticio y riesgo de mercado,854761.7,854761.7,854761.7,1
2017-07,Activos y contingentes ponderados por riesgo crediticio y deducciones al patrimonio,781655.4,781655.4,781655.4,1
2017-06,Capital primario,113647.6,113647.6,113647.6,1
2017-06,Activos y contingentes ponderados por riesgo crediticio y deducciones al patrimonio,779567.88,779567.88,779567.88,1
2017-06,Activos y contingentes ponderados por riesgo crediticio y riesgo de mercado,858185.16,858185.16,858185.16,1
2017-06,Ajuste,-990.48,-990.48,-990.48,1
2017-06,Capital requerido por riesgo de mercado,78617.28,78617.28,78617.28,1
2017-06,Patrimonio técnico ajustado,144899.65,144899.65,144899.65,1
2017-06,Sobrante o faltante,59081.13,59081.13,59081.13,1
2017-06,Índice de solvencia,16.88,16.88,16.88,1
2017-06,Capital secundario,32242.52,32242.52,32242.52,1
2017-05,Capital requerido por riesgo de mercado,89284.72,89284.72,89284.72,1
2017-05,Índice de solvencia,16.13,16.13,16.13,1
2017-05,Sobrante o faltante,52549.19,52549.19,52549.19,1
2017-05,Patrimonio técnico ajustado,138321.32,138321.32,138321.32,1
2017-05,Capital secundario,31050.78,31050.78,31050.78,1
2017-05,Capital primario,108255.24,108255.24,108255.24,1
2017-05,Ajuste,-984.69,-984.69,-984.69,1
2017-05,Activos y contingentes ponderados por riesgo crediticio y riesgo de mercado,857721.38,857721.38,857721.38,1
2017-05,Activos y contingentes ponderados por riesgo crediticio y deducciones al patrimonio,768436.65,768436.65,768436.65,1
2017-04,Activos y contingentes ponderados por riesgo crediticio y riesgo de mercado,840366.47,840366.47,840366.47,1
2017-04,Ajuste,-1023.09,-1023.09,-1023.09,1
2017-04,Capital requerido por riesgo de mercado,86425.04,86425.04,86425.04,1
2017-04,Activos y contingentes ponderados por riesgo crediticio y deducciones al patrimonio,753941.43,753941.43,753941.43,1
2017-04,Capital primario,104887.13,104887.13,104887.13,1
2017-04,Patrimonio técnico ajustado,134910.34,134910.34,134910.34,1
2017-04,Capital secundario,31046.29,31046.29,31046.29,1
2017-04,Sobrante o faltante,50873.7,50873.7,50873.7,1
2017-04,Índice de solvencia,16.05,16.05,16.05,1
2017-03,Índice de solvencia,16.26,16.26,16.26,1
2017-03,Sobrante o faltante,51950.64,51950.64,51950.64,1
2017-03,Patrimonio técnico ajustado,134893.58,134893.58,134893.58,1
2017-03,Capital secundario,31054.62,31054.62,31054.62,1
2017-03,Capital requerido por riesgo de mercado,77960.59,77960.59,77960.59,1
2017-03,Capital primario,104834.58,104834.58,104834.58,1
2017-03,Ajuste,-995.62,-995.62,-995.62,1
2017-03,Activos y contingentes ponderados por riesgo crediticio y riesgo de mercado,829429.43,829429.43,829429.43,1
2017-03,Activos y contingentes ponderados por riesgo crediticio y deducciones al patrimonio,751468.84,751468.84,751468.84,1
2017-02,Activos y contingentes ponderados por riesgo crediticio y riesgo de mercado,835318.64,835318.64,835318.64,1
2017-02,Ajuste,-1049.23,-1049.23,-1049.23,1
2017-02,Capital requerido por riesgo de mercado,77697.26,77697.26,77697.26,1
2017-02,Activos y contingentes ponderados por riesgo crediticio y deducciones al patrimonio,757621.39,757621.39,757621.39,1
2017-02,Capital primario,104395.99,104395.99,104395.99,1
2017-02,Capital secundario,30457.51,30457.51,30457.51,1
2017-02,Sobrante o faltante,50272.4,50272.4,50272.4,1
2017-02,Índice de solvencia,16.02,16.02,16.02,1
2017-02,Patrimonio técnico ajustado,133804.26,133804.26,133804.26,1
2017-01,Capital requerido por riesgo de mercado,88710.14,88710.14,88710.14,1
2017-01,Índice de solvencia,15.92,15.92,15.92,1
2017-01,Sobrante o faltante,49740.58,49740.58,49740.58,1
2017-01,Patrimonio técnico ajustado,133749.24,133749.24,133749.24,1
2017-01,Capital secundario,30449.07,30449.07,30449.07,1
2017-01,Capital primario,104359.87,104359.87,104359.87,1
2017-01,Ajuste,-1059.71,-1059.71,-1059.71,1
2017-01,Activos y contingentes ponderados por riesgo crediticio y riesgo de mercado,840086.53,840086.53,840086.53,1
2017-01,Activos y contingentes ponderados por riesgo crediticio y deducciones al patrimonio,751376.39,751376.39,751376.39,1
2016-12,Activos y contingentes ponderados por riesgo crediticio y riesgo de mercado,835358.95,835358.95,835358.95,1
2016-12,Ajuste,-950.19,-950.19,-950.19,1
2016-12,Capital requerido por riesgo de mercado,86804.03,86804.03,86804.03,1
2016-12,Activos y contingentes ponderados por riesgo crediticio y deducciones al patrimonio,748554.92,748554.92,748554.92,1
2016-12,Capital primario,101954.87,101954.87,101954.87,1
2016-12,Capital secundario,29265.08,29265.08,29265.08,1
2016-12,Patrimonio técnico ajustado,130269.76,130269.76,130269.76,1
2016-12,Sobrante o faltante,46733.86,46733.86,46733.86,1
2016-12,Índice de solvencia,15.59,15.59,15.59,1
2016-11,Índice de solvencia,15.25,15.25,15.25,1
2016-11,Sobrante o faltante,43742.95,43742.95,43742.95,1
2016-11,Patrimonio técnico ajustado,127105.32,127105.32,127105.32,1
2016-11,Capital secundario,26116.14,26116.14,26116.14,1
2016-11,Capital requerido por riesgo de mercado,92281.57,92281.57,92281.57,1
2016-11,Capital primario,101944.87,101944.87,101944.87,1
2016-11,Ajuste,-955.69,-955.69,-955.69,1
2016-11,Activos y contingentes ponderados por riesgo crediticio y riesgo de mercado,833623.64,833623.64,833623.64,1
2016-11,Activos y contingentes ponderados por riesgo crediticio y deducciones al patrimonio,741342.08,741342.08,741342.08,1
2016-10,Activos y contingentes ponderados por riesgo crediticio y riesgo de mercado,835561.1,835561.1,835561.1,1
2016-10,Ajuste,-1006.71,-1006.71,-1006.71,1
2016-10,Capital requerido por riesgo de mercado,104429.56,104429.56,104429.56,1
2016-10,Activos y contingentes ponderados por riesgo crediticio y deducciones al patrimonio,731131.53,731131.53,731131.53,1
2016-10,Capital primario,101889.67,101889.67,101889.67,1
2016-10,Patrimonio técnico ajustado,123062.25,123062.25,123062.25,1
2016-10,Capital secundario,22179.3,22179.3,22179.3,1
2016-10,Sobrante o faltante,39506.14,39506.14,39506.14,1
2016-10,Índice de solvencia,14.73,14.73,14.73,1
2016-09,Capital primario,101887.75,101887.75,101887.75,1
2016-09,Activos y contingentes ponderados por riesgo crediticio y deducciones al patrimonio,721029.5,721029.5,721029.5,1
2016-09,Activos y contingentes ponderados por riesgo crediticio y riesgo de mercado,814073.21,814073.21,814073.21,1
2016-09,Ajuste,-973.79,-973.79,-973.79,1
2016-09,Capital requerido por riesgo de mercado,93043.71,93043.71,93043.71,1
2016-09,Capital secundario,22137.56,22137.56,22137.56,1
2016-09,Patrimonio técnico ajustado,123051.53,123051.53,123051.53,1
2016-09,Sobrante o faltante,41644.21,41644.21,41644.21,1
2016-09,Índice de solvencia,15.12,15.12,15.12,1
2016-08,Capital requerido por riesgo de mercado,85794.13,85794.13,85794.13,1
2016-08,Activos y contingentes ponderados por riesgo crediticio y deducciones al patrimonio,712224.8,712224.8,712224.8,1
2016-08,Activos y contingentes ponderados por riesgo crediticio y riesgo de mercado,798018.94,798018.94,798018.94,1
2016-08,Ajuste,-968.63,-968.63,-968.63,1
2016-08,Capital primario,101887.75,101887.75,101887.75,1
2016-08,Patrimonio técnico ajustado,123063.12,123063.12,123063.12,1
2016-08,Capital secundario,22144.0,22144.0,22144.0,1
2016-08,Sobrante o faltante,43261.23,43261.23,43261.23,1
2016-08,Índice de solvencia,15.42,15.42,15.42,1
2016-07,Índice de solvencia,15.61,15.61,15.61,1
2016-07,Sobrante o faltante,44137.48,44137.48,44137.48,1
2016-07,Patrimonio técnico ajustado,122839.1,122839.1,122839.1,1
2016-07,Capital secundario,22197.59,22197.59,22197.59,1
2016-07,Capital requerido por riesgo de mercado,84012.24,84012.24,84012.24,1
2016-07,Capital primario,101573.38,101573.38,101573.38,1
2016-07,Ajuste,-931.87,-931.87,-931.87,1
2016-07,Activos y contingentes ponderados por riesgo crediticio y riesgo de mercado,787016.18,787016.18,787016.18,1
2016-07,Activos y contingentes ponderados por riesgo crediticio y deducciones al patrimonio,703003.94,703003.94,703003.94,1
2016-06,Ajuste,-905.64,-905.64,-905.64,1
2016-06,Capital requerido por riesgo de mercado,97901.88,97901.88,97901.88,1
2016-06,Activos y contingentes ponderados por riesgo crediticio y riesgo de mercado,789737.68,789737.68,789737.68,1
2016-06,Capital primario,101531.97,101531.97,101531.97,1
2016-06,Activos y contingentes ponderados por riesgo crediticio y deducciones al patrimonio,691835.79,691835.79,691835.79,1
2016-06,Capital secundario,22363.77,22363.77,22363.77,1
2016-06,Sobrante o faltante,44016.34,44016.34,44016.34,1
2016-06,Índice de solvencia,15.57,15.57,15.57,1
2016-06,Patrimonio técnico ajustado,122990.1,122990.1,122990.1,1
2016-05,Capital requerido por riesgo de mercado,95001.37,95001.37,95001.37,1
2016-05,Activos y contingentes ponderados por riesgo crediticio y deducciones al patrimonio,686832.3,686832.3,686832.3,1
2016-05,Activos y contingentes ponderados por riesgo crediticio y riesgo de mercado,781833.68,781833.68,781833.68,1
2016-05,Ajuste,-893.73,-893.73,-893.73,1
2016-05,Capital primario,101350.26,101350.26,101350.26,1
2016-05,Capital secundario,22408.61,22408.61,22408.61,1
2016-05,Patrimonio técnico ajustado,122865.14,122865.14,122865.14,1
2016-05,Sobrante o faltante,44681.77,44681.77,44681.77,1
2016-05,Índice de solvencia,15.71,15.71,15.71,1
2016-04,Capital primario,98406.76,98406.76,98406.76,1
2016-04,Activos y contingentes ponderados por riesgo crediticio y deducciones al patrimonio,687914.85,687914.85,687914.85,1
2016-04,Activos y contingentes ponderados por riesgo crediticio y riesgo de mercado,777146.21,777146.21,777146.21,1
2016-04,Ajuste,-887.19,-887.19,-887.19,1
2016-04,Capital requerido por riesgo de mercado,89231.36,89231.36,89231.36,1
2016-04,Patrimonio técnico ajustado,120151.43,120151.43,120151.43,1
2016-04,Sobrante o faltante,42436.81,42436.81,42436.81,1
2016-04,Índice de solvencia,15.46,15.46,15.46,1
2016-04,Capital secundario,22631.86,22631.86,22631.86,1
2016-03,Capital requerido por riesgo de mercado,79885.12,79885.12,79885.12,1
2016-03,Índice de solvencia,15.8,15.8,15.8,1
2016-03,Sobrante o faltante,43837.04,43837.04,43837.04,1
2016-03,Patrimonio técnico ajustado,119388.29,119388.29,119388.29,1
2016-03,Capital secundario,22700.66,22700.66,22700.66,1
2016-03,Capital primario,98210.78,98210.78,98210.78,1
2016-03,Ajuste,-1523.15,-1523.15,-1523.15,1
2016-03,Activos y contingentes ponderados por riesgo crediticio y riesgo de mercado,755512.46,755512.46,755512.46,1
2016-03,Activos y contingentes ponderados por riesgo crediticio y deducciones al patrimonio,675627.34,675627.34,675627.34,1
2016-02,Activos y contingentes ponderados por riesgo crediticio y riesgo de mercado,753979.31,753979.31,753979.31,1
2016-02,Ajuste,-1472.48,-1472.48,-1472.48,1
2016-02,Capital requerido por riesgo de mercado,76406.85,76406.85,76406.85,1
2016-02,Activos y contingentes ponderados por riesgo crediticio y deducciones al patrimonio,677572.46,677572.46,677572.46,1
2016-02,Capital primario,91441.55,91441.55,91441.55,1
2016-02,Capital secundario,21930.46,21930.46,21930.46,1
2016-02,Sobrante o faltante,36501.6,36501.6,36501.6,1
2016-02,Índice de solvencia,14.84,14.84,14.84,1
2016-02,Patrimonio técnico ajustado,111899.53,111899.53,111899.53,1
2016-01,Capital requerido por riesgo de mercado,73647.8,73647.8,73647.8,1
2016-01,Índice de solvencia,14.86,14.86,14.86,1
2016-01,Sobrante o faltante,36301.11,36301.11,36301.11,1
2016-01,Patrimonio técnico ajustado,111038.52,111038.52,111038.52,1
2016-01,Capital secundario,21563.37,21563.37,21563.37,1
2016-01,Capital primario,90822.56,90822.56,90822.56,1
2016-01,Ajuste,-1347.4,-1347.4,-1347.4,1
2016-01,Activos y contingentes ponderados por riesgo crediticio y riesgo de mercado,747374.06,747374.06,747374.06,1
2016-01,Activos y contingentes ponderados por riesgo crediticio y deducciones al patrimonio,673726.26,673726.26,673726.26,1
2015-12,Activos y contingentes ponderados por riesgo crediticio y riesgo de mercado,749593.64,749593.64,749593.64,1
2015-12,Ajuste,-1398.63,-1398.63,-1398.63,1
2015-12,Capital requerido por riesgo de mercado,78084.62,78084.62,78084.62,1
2015-12,Activos y contingentes ponderados por riesgo crediticio y deducciones al patrimonio,671509.02,671509.02,671509.02,1
2015-12,Capital primario,88761.98,88761.98,88761.98,1
2015-12,Patrimonio técnico ajustado,107910.29,107910.29,107910.29,1
2015-12,Capital secundario,20546.94,20546.94,20546.94,1
2015-12,Sobrante o faltante,32950.92,32950.92,32950.92,1
2015-12,Índice de solvencia,14.4,14.4,14.4,1
2015-11,Índice de solvencia,14.24,14.24,14.24,1
2015-11,Sobrante o faltante,32315.36,32315.36,32315.36,1
2015-11,Patrimonio técnico ajustado,108575.76,108575.76,108575.76,1
2015-11,Capital secundario,21302.51,21302.51,21302.51,1
2015-11,Capital requerido por riesgo de mercado,73227.91,73227.91,73227.91,1
2015-11,Capital primario,88606.41,88606.41,88606.41,1
2015-11,Ajuste,-1333.16,-1333.16,-1333.16,1
2015-11,Activos y contingentes ponderados por riesgo crediticio y riesgo de mercado,762603.95,762603.95,762603.95,1
2015-11,Activos y contingentes ponderados por riesgo crediticio y deducciones al patrimonio,689376.04,689376.04,689376.04,1
2015-10,Ajuste,-1304.0,-1304.0,-1304.0,1
2015-10,Capital requerido por riesgo de mercado,74573.51,74573.51,74573.51,1
2015-10,Activos y contingentes ponderados por riesgo crediticio y riesgo de mercado,753065.63,753065.63,753065.63,1
2015-10,Capital primario,88556.41,88556.41,88556.41,1
2015-10,Activos y contingentes ponderados por riesgo crediticio y deducciones al patrimonio,678492.11,678492.11,678492.11,1
2015-10,Capital secundario,21423.46,21423.46,21423.46,1
2015-10,Sobrante o faltante,33369.3,33369.3,33369.3,1
2015-10,Índice de solvencia,14.43,14.43,14.43,1
2015-10,Patrimonio técnico ajustado,108675.86,108675.86,108675.86,1
2015-09,Capital primario,88062.99,88062.99,88062.99,1
2015-09,Activos y contingentes ponderados por riesgo crediticio y deducciones al patrimonio,664662.66,664662.66,664662.66,1
2015-09,Activos y contingentes ponderados por riesgo crediticio y riesgo de mercado,719033.56,719033.56,719033.56,1
2015-09,Ajuste,-1313.94,-1313.94,-1313.94,1
2015-09,Capital requerido por riesgo de mercado,54370.9,54370.9,54370.9,1
2015-09,Capital secundario,21508.41,21508.41,21508.41,1
2015-09,Patrimonio técnico ajustado,108257.46,108257.46,108257.46,1
2015-09,Sobrante o faltante,36354.1,36354.1,36354.1,1
2015-09,Índice de solvencia,15.06,15.06,15.06,1
2015-08,Capital requerido por riesgo de mercado,71199.3,71199.3,71199.3,1
2015-08,Activos y contingentes ponderados por riesgo crediticio y deducciones al patrimonio,646024.14,646024.14,646024.14,1
2015-08,Activos y contingentes ponderados por riesgo crediticio y riesgo de mercado,717223.44,717223.44,717223.44,1
2015-08,Ajuste,-1304.58,-1304.58,-1304.58,1
2015-08,Capital primario,87951.36,87951.36,87951.36,1
2015-08,Capital secundario,21485.19,21485.19,21485.19,1
2015-08,Patrimonio técnico ajustado,108131.97,108131.97,108131.97,1
2015-08,Sobrante o faltante,36409.63,36409.63,36409.63,1
2015-08,Índice de solvencia,15.08,15.08,15.08,1
2015-07,Índice de solvencia,15.22,15.22,15.22,1
2015-07,Sobrante o faltante,37091.01,37091.01,37091.01,1
2015-07,Patrimonio técnico ajustado,108098.19,108098.19,108098.19,1
2015-07,Capital secundario,21493.52,21493.52,21493.52,1
